agent.name,package.name,package.version,vulnerability.description,vulnerability.severity,vulnerability.id
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows rndismp6.sys Remote Code Execution Vulnerability,Medium,CVE-2024-26252
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows TCP/IP Information Disclosure Vulnerability,High,CVE-2024-38064
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Graphics Component Elevation of Privilege Vulnerability,High,CVE-2024-43509
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,BitLocker Security Feature Bypass Vulnerability,Medium,CVE-2024-38058
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Telephony Service Remote Code Execution Vulnerability,High,CVE-2025-21240
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Network Driver Interface Specification (NDIS) Denial of Service Vulnerability,Medium,CVE-2024-38048
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Virtualization-Based Security (VBS) Enclave Elevation of Privilege Vulnerability,High,CVE-2024-49076
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Common Log File System Driver Elevation of Privilege Vulnerability,High,CVE-2024-49088
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Use after free in Windows Win32K - ICOMP allows an authorized attacker to elevate privileges locally.,High,CVE-2025-49733
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,Medium,CVE-2025-21213
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mobile Broadband Driver Information Disclosure Vulnerability,Medium,CVE-2024-49087
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Layer-2 Bridge Network Driver Remote Code Execution Vulnerability,High,CVE-2024-38053
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows rndismp6.sys Remote Code Execution Vulnerability,Medium,CVE-2024-26253
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Layer-2 Bridge Network Driver Denial of Service Vulnerability,High,CVE-2024-38146
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kernel Elevation of Privilege Vulnerability,High,CVE-2024-30088
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,MapUrlToZone Security Feature Bypass Vulnerability,Medium,CVE-2025-21189
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,High,CVE-2024-38130
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Network Address Translation (NAT) Remote Code Execution Vulnerability,High,CVE-2024-38119
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Kernel Streaming Service Driver Elevation of Privilege Vulnerability,High,CVE-2024-38241
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,PowerShell Elevation of Privilege Vulnerability,High,CVE-2024-38033
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mobile Broadband Driver Remote Code Execution Vulnerability,Medium,CVE-2024-30005
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft Xbox Remote Code Execution Vulnerability,High,CVE-2024-38032
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,"Microsoft is aware of vulnerabilities in the third party Agere Modem driver that ships natively with supported Windows operating systems.  This is an announcement of the upcoming removal of ltmdm64.sys driver.  The driver has been removed in the October cumulative update.
Fax modem hardware dependent on this specific driver will no longer work on Windows.
Microsoft recommends removing any existing dependencies on this hardware.",High,CVE-2025-24990
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Improper input validation in OpenSSH for Windows allows an authorized attacker to elevate privileges locally.,High,CVE-2025-27731
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft Message Queuing Information Disclosure Vulnerability,Medium,CVE-2024-21314
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Line Printer Daemon Service Denial of Service Vulnerability,Medium,CVE-2024-38027
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Fax Service Remote Code Execution Vulnerability,High,CVE-2024-38104
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Exposure of sensitive information to an unauthorized actor in Windows Push Notification Core allows an authorized attacker to disclose information locally.,Medium,CVE-2025-59211
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Uncontrolled resource consumption in Windows Cryptographic Services allows an unauthorized attacker to deny service over a network.,High,CVE-2025-26641
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Protection mechanism failure in Windows SmartScreen allows an unauthorized attacker to bypass a security feature over a network.,High,CVE-2025-49740
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft Windows Performance Data Helper Library Remote Code Execution Vulnerability,High,CVE-2024-38025
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Installer Elevation of Privilege Vulnerability,High,CVE-2024-38014
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-38011
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-37989
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Use after free in Microsoft Input Method Editor (IME) allows an authorized attacker to elevate privileges locally.,High,CVE-2025-47991
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-37986
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Line Printer Daemon (LPD) Service Remote Code Execution Vulnerability,High,CVE-2025-21224
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Resume Extensible Firmware Interface Security Feature Bypass Vulnerability,Medium,CVE-2024-37976
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Sensitive data storage in improperly locked memory in Windows upnphost.dll allows an authorized attacker to elevate privileges locally.,High,CVE-2025-26665
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows TCP/IP Remote Code Execution Vulnerability,High,CVE-2024-38045
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,PowerShell Elevation of Privilege Vulnerability,High,CVE-2024-38043
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Cryptographic Services Information Disclosure Vulnerability,Medium,CVE-2024-30016
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Hypervisor-Protected Code Integrity (HVCI) Security Feature Bypass Vulnerability,Medium,CVE-2024-21431
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-37975
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Use of uninitialized resource in Windows Trusted Runtime Interface Driver allows an authorized attacker to disclose information locally.,Medium,CVE-2025-29829
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-37974
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Secure Kernel Mode Elevation of Privilege Vulnerability,High,CVE-2024-43516
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Secure Kernel Mode Elevation of Privilege Vulnerability,High,CVE-2024-38142
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-37973
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows IP Routing Management Snapin Remote Code Execution Vulnerability,High,CVE-2024-38116
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-37972
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Access of resource using incompatible type ('type confusion') in Windows Push Notifications allows an authorized attacker to elevate privileges locally.,High,CVE-2025-53726
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows IP Routing Management Snapin Remote Code Execution Vulnerability,High,CVE-2024-38115
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Nearby Sharing Spoofing Vulnerability,Medium,CVE-2024-20690
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Reliable Multicast Transport Driver (RMCAST) Remote Code Execution Vulnerability,Critical,CVE-2025-21307
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-37969
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kernel Elevation of Privilege Vulnerability,High,CVE-2024-43502
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kernel-Mode Driver Elevation of Privilege Vulnerability,High,CVE-2024-35250
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,Medium,CVE-2025-21211
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Cryptographic Services Security Feature Bypass Vulnerability,High,CVE-2024-30098
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft Windows Codecs Library Information Disclosure Vulnerability,Medium,CVE-2024-38055
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Cryptographic Services Information Disclosure Vulnerability,Medium,CVE-2024-30096
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Integer underflow (wrap or wraparound) in Windows Kernel allows an unauthorized attacker to disclose information over an adjacent network.,Medium,CVE-2025-29974
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Layer-2 Bridge Network Driver Denial of Service Vulnerability,Medium,CVE-2024-38101
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Numeric truncation error in Windows Hyper-V allows an authorized attacker to elevate privileges locally.,High,CVE-2025-53723
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Win32k Elevation of Privilege Vulnerability,High,CVE-2024-30091
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Out-of-bounds read in Windows Storage Management Provider allows an authorized attacker to disclose information locally.,Medium,CVE-2025-32719
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Win32k Elevation of Privilege Vulnerability,High,CVE-2024-30087
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Use after free in Windows Common Log File System Driver allows an authorized attacker to elevate privileges locally.,High,CVE-2025-30385
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Win32 Kernel Subsystem Elevation of Privilege Vulnerability,High,CVE-2024-30086
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Reliable Multicast Transport Driver (RMCAST) Remote Code Execution Vulnerability,Critical,CVE-2024-38140
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Line Printer Daemon (LPD) Service Remote Code Execution Vulnerability,Critical,CVE-2024-38199
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Digital Media Elevation of Privilege Vulnerability,Medium,CVE-2025-21263
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Resume Extensible Firmware Interface Security Feature Bypass Vulnerability,Medium,CVE-2024-37982
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Win32k Elevation of Privilege Vulnerability,High,CVE-2024-30082
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows NTLM Spoofing Vulnerability,High,CVE-2024-30081
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Access of resource using incompatible type ('type confusion') in Windows Push Notifications allows an authorized attacker to elevate privileges locally.,High,CVE-2025-50155
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kernel-Mode Driver Elevation of Privilege Vulnerability,High,CVE-2024-38184
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability,High,CVE-2024-30085
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows OLE Remote Code Execution Vulnerability,High,CVE-2024-30077
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Time-of-check time-of-use (toctou) race condition in Microsoft Windows QoS scheduler allows an authorized attacker to elevate privileges locally.,High,CVE-2025-49730
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Kernel Streaming WOW Thunk Service Driver Elevation of Privilege Vulnerability,High,CVE-2024-38057
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Security Zone Mapping Security Feature Bypass Vulnerability,High,CVE-2024-30073
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Win32 Kernel Subsystem Elevation of Privilege Vulnerability,High,CVE-2024-49046
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows DWM Core Library Elevation of Privilege Vulnerability,High,CVE-2024-30051
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft Windows Performance Data Helper Library Remote Code Execution Vulnerability,High,CVE-2024-38019
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kerberos Information Disclosure Vulnerability,Medium,CVE-2025-21242
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,High,CVE-2024-30094
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Digital Media Elevation of Privilege Vulnerability,Medium,CVE-2025-21229
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,BitLocker Security Feature Bypass Vulnerability,Medium,CVE-2024-20665
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows WLAN AutoConfig Service Information Disclosure Vulnerability,Medium,CVE-2025-21257
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows MSHTML Platform Security Feature Bypass Vulnerability,High,CVE-2024-30040
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Telephony Service Remote Code Execution Vulnerability,High,CVE-2025-21245
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Improper validation of specified type of input in Windows Local Session Manager (LSM) allows an authorized attacker to deny service over a network.,Medium,CVE-2025-59259
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Filtering Platform Elevation of Privilege Vulnerability,High,CVE-2024-38034
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Win32k Elevation of Privilege Vulnerability,High,CVE-2024-30038
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Cloud Files Mini Filter Driver Information Disclosure Vulnerability,Medium,CVE-2024-30034
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-28899
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Common Log File System Driver Elevation of Privilege Vulnerability,High,CVE-2024-43501
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows CNG Key Isolation Service Elevation of Privilege Vulnerability,High,CVE-2024-30031
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,High,CVE-2024-21441
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Win32k Elevation of Privilege Vulnerability,High,CVE-2024-30028
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,NTFS Elevation of Privilege Vulnerability,High,CVE-2024-30027
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability,High,CVE-2024-38215
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Common Log File System Driver Elevation of Privilege Vulnerability,High,CVE-2024-30025
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Remote Access Connection Manager Information Disclosure Vulnerability,Medium,CVE-2024-30071
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,High,CVE-2024-30095
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows USB Print Driver Elevation of Privilege Vulnerability,High,CVE-2024-21445
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Exposure of sensitive information to an unauthorized actor in Windows File Explorer allows an unauthorized attacker to perform spoofing over a network.,Medium,CVE-2025-59214
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kerberos Elevation of Privilege Vulnerability,High,CVE-2024-29995
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft Message Queuing (MSMQ) Remote Code Execution Vulnerability,High,CVE-2024-21363
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Out-of-bounds read in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to disclose information over a network.,Medium,CVE-2025-29836
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,High,CVE-2024-21444
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Heap-based buffer overflow in Windows Hyper-V allows an authorized attacker to elevate privileges locally.,High,CVE-2025-53155
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mobile Broadband Driver Remote Code Execution Vulnerability,Medium,CVE-2024-43524
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Improper access control in Windows Installer allows an authorized attacker to elevate privileges locally.,High,CVE-2025-32714
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Clipboard Virtual Channel Extension Remote Code Execution Vulnerability,High,CVE-2024-38131
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft Message Queuing (MSMQ) Remote Code Execution Vulnerability,High,CVE-2024-26232
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft Virtual Hard Disk Elevation of Privilege Vulnerability,High,CVE-2024-20658
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mark of the Web Security Feature Bypass Vulnerability,Medium,CVE-2024-30050
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Lightweight Directory Access Protocol (LDAP) Remote Code Execution Vulnerability,High,CVE-2024-49127
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft Message Queuing (MSMQ) Elevation of Privilege Vulnerability,High,CVE-2024-21355
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Wireless Wide Area Network Service (WwanSvc) Elevation of Privilege Vulnerability,Medium,CVE-2024-49094
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Graphics Component Elevation of Privilege Vulnerability,High,CVE-2024-21437
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Print Spooler Elevation of Privilege Vulnerability,High,CVE-2024-21433
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Improper validation of specified type of input in Windows Authentication Methods allows an authorized attacker to elevate privileges locally.,High,CVE-2025-59277
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,High,CVE-2024-49089
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Heap-based buffer overflow in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.,High,CVE-2025-62454
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Update Stack Elevation of Privilege Vulnerability,High,CVE-2024-21432
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Telephony Service Remote Code Execution Vulnerability,High,CVE-2025-21286
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kernel Elevation of Privilege Vulnerability,High,CVE-2024-21443
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Internet Shortcut Files Security Feature Bypass Vulnerability,High,CVE-2024-21412
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows USB Generic Parent Driver Remote Code Execution Vulnerability,Medium,CVE-2024-21339
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Network Address Translation (NAT) Denial of Service Vulnerability,Medium,CVE-2024-21343
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Kernel Streaming WOW Thunk Service Driver Elevation of Privilege Vulnerability,High,CVE-2024-38054
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft Streaming Service Elevation of Privilege Vulnerability,High,CVE-2024-30089
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Authentication Information Disclosure Vulnerability,Medium,CVE-2024-38254
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Allocation of resources without limits or throttling in Windows DirectX allows an authorized attacker to deny service over a network.,Medium,CVE-2025-50172
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Lightweight Directory Access Protocol (LDAP) Remote Code Execution Vulnerability,High,CVE-2025-21376
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Secure Kernel Mode Elevation of Privilege Vulnerability,Medium,CVE-2024-43646
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Out-of-bounds read in Remote Desktop Client allows an unauthorized attacker to disclose information over a network.,Medium,CVE-2025-32715
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows IP Routing Management Snapin Remote Code Execution Vulnerability,High,CVE-2024-38114
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Hyper-V Remote Code Execution Vulnerability,High,CVE-2024-21407
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft Message Queuing (MSMQ) Elevation of Privilege Vulnerability,High,CVE-2024-21405
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kernel Denial of Service Vulnerability,Medium,CVE-2024-26181
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,High,CVE-2024-26244
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,High,CVE-2024-43519
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,High,CVE-2024-21369
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Internet Connection Sharing (ICS) Denial of Service Vulnerability,High,CVE-2024-21348
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kernel Information Disclosure Vulnerability,Medium,CVE-2024-26174
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Use after free in Windows PrintWorkflowUserSvc allows an authorized attacker to elevate privileges locally.,High,CVE-2025-55686
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-37987
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,High,CVE-2024-21367
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Kernel Streaming WOW Thunk Service Driver Elevation of Privilege Vulnerability,High,CVE-2024-38052
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows DNS Information Disclosure Vulnerability,Medium,CVE-2024-21377
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kernel-Mode Driver Elevation of Privilege Vulnerability,High,CVE-2024-38062
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability,High,CVE-2024-21310
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft ODBC Driver Remote Code Execution Vulnerability,High,CVE-2024-21347
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Improper validation of specified type of input in Windows Local Session Manager (LSM) allows an authorized attacker to deny service over a network.,Medium,CVE-2025-58729
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Improper access control in Windows Resilient File System (ReFS) allows an authorized attacker to disclose information over a network.,Medium,CVE-2025-27738
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Lightweight Directory Access Protocol (LDAP) Denial of Service Vulnerability,Medium,CVE-2024-21356
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Resilient File System (ReFS) Elevation of Privilege Vulnerability,High,CVE-2024-43514
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Concurrent execution using shared resource with improper synchronization ('race condition') in Universal Print Management Service allows an authorized attacker to elevate privileges locally.,High,CVE-2025-29841
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows SmartScreen Security Feature Bypass Vulnerability,High,CVE-2024-21351
